333	142284,50	55	55	55	T	3,12	NA	81,10	2,45	5,57	0,00
334	142603,53	55	55	55	T	3,13	NA	81,11	2,45	5,59	0,00
335	142922,55	55	55	55	T	3,13	NA	81,08	2,45	5,59	0,00
336	143241,58	55	55	55	T	3,14	NA	81,11	2,44	5,59	0,00
337	143560,59	55	55	55	T	3,14	NA	81,09	2,44	5,59	0,00
338	143879,63	55	55	55	T	3,14	NA	81,11	2,44	5,59	0,00
339	144198,64	55	55	55	T	3,16	NA	81,10	2,43	5,59	0,00
340	144517,67	55	55	55	T	3,16	NA	81,09	2,43	5,59	0,00
341	144836,70	55	55	55	T	3,16	NA	81,12	2,43	5,58	0,00
342	145155,72	55	55	55	T	3,17	NA	81,09	2,42	5,59	0,00
343	145474,75	55	55	55	T	3,17	NA	81,11	2,42	5,59	0,00
344	145793,77	55	55	55	T	3,17	NA	81,10	2,42	5,59	0,00
345	146112,80	55	55	55	T	3,17	NA	81,11	2,42	5,58	0,00
346	146431,81	55	55	55	T	3,18	NA	81,11	2,40	5,59	0,00
347	146750,84	55	55	55	T	3,18	NA	81,10	2,40	5,59	0,00
348	147069,86	55	55	55	T	3,19	NA	81,11	2,40	5,60	0,00
349	147388,89	55	55	55	T	3,19	NA	81,11	2,40	5,60	0,00
350	147711,63	55	55	55	T	3,20	NA	81,12	2,39	5,60	0,00
351	148030,66	55	55	55	T	3,21	NA	81,11	2,39	5,60	0,00
352	148349,69	55	55	55	T	3,21	NA	81,11	2,39	5,60	0,00
353	148668,72	55	55	55	T	3,21	NA	81,11	2,39	5,60	0,00
354	148987,75	55	55	55	T	3,21	NA	81,11	2,39	5,60	0,00
355	149306,78	55	55	55	T	3,22	NA	81,11	2,38	5,60	0,00
356	149625,81	55	55	55	T	3,22	NA	81,13	2,38	5,60	0,00
357	149944,84	55	55	55	T	3,22	NA	81,10	2,38	5,60	0,00
358	150263,88	55	55	55	T	3,22	NA	81,10	2,38	5,60	0,00
359	150582,91	55	55	55	T	3,22	NA	81,11	2,38	5,60	0,00
360	150901,94	55	55	55	T	3,22	NA	81,11	2,38	5,60	0,00
361	151220,97	55	55	55	T	3,23	NA	81,11	2,37	5,60	0,00
362	151540,00	55	55	55	T	3,23	NA	81,10	2,37	5,60	0,00
363	151859,03	55	55	55	T	3,23	NA	81,12	2,37	5,60	0,00
364	152178,06	55	55	55	T	3,23	NA	81,10	2,37	5,60	0,00
365	152497,09	55	55	55	T	3,23	NA	81,09	2,37	5,60	0,00
366	152816,13	55	55	55	T	3,23	NA	81,11	2,37	5,60	0,00
367	153135,16	55	55	55	T	3,24	NA	81,10	2,36	5,60	0,00
